timestamp,hora,dia_semana,final_semana,turno,ocupacao,iluminacao_kwh,ar_condicionado_kwh,equipamentos_kwh,consumo_total_kwh
2025-01-01 05:15:00,5,2,0,Madrugada,4,0.25,0.25,0.6,1.2032954733228614
2025-01-01 05:30:00,5,2,0,Madrugada,1,0.25,0.25,0.525,1.0666236366927595
2025-01-01 05:45:00,5,2,0,Madrugada,7,0.25,0.25,0.675,1.282618332133032
2025-01-01 06:00:00,6,2,0,Madrugada,11,0.165,0.25,0.775,1.1777653097358893
2025-01-01 06:15:00,6,2,0,Madrugada,13,0.195,0.25,0.825,1.226484340214525
2025-01-01 06:30:00,6,2,0,Madrugada,5,0.07500000000000001,0.25,0.625,1.0316117436057333
2025-01-01 06:45:00,6,2,0,Madrugada,1,0.015,0.25,0.525,0.6591951478441582
2025-01-01 07:00:00,7,2,0,Manhã,11,0.165,0.25,0.775,1.0157175668266425
2025-01-01 07:15:00,7,2,0,Manhã,4,0.06,0.25,0.6,0.9095038015959961
2025-01-01 07:30:00,7,2,0,Manhã,0,0.0,0.25,0.5,0.7110403393141207
2025-01-01 07:45:00,7,2,0,Manhã,11,0.165,0.25,0.775,1.2453833331781545
2025-01-01 08:00:00,8,2,0,Manhã,29,0.43499999999999994,1.8541666666666667,1.225,3.6233218090980666
2025-01-01 08:15:00,8,2,0,Manhã,25,0.375,1.7708333333333335,1.125,3.3241347412484474
2025-01-01 08:30:00,8,2,0,Manhã,32,0.48,1.9166666666666665,1.3,3.797856997849341
2025-01-01 08:45:00,8,2,0,Manhã,31,0.46499999999999997,1.8958333333333333,1.275,3.6679385666665496
2025-01-01 09:00:00,9,2,0,Manhã,28,0.42000000000000004,1.8333333333333335,1.2,3.502792908165443
2025-01-01 09:15:00,9,2,0,Manhã,20,0.30000000000000004,1.6666666666666665,1.0,2.9550009456834396
2025-01-01 09:30:00,9,2,0,Manhã,30,0.44999999999999996,1.875,1.25,3.6215045461015185
2025-01-01 09:45:00,9,2,0,Manhã,30,0.44999999999999996,1.875,1.25,3.5916652828563516
2025-01-01 10:00:00,10,2,0,Manhã,49,0.735,2.2708333333333335,1.725,4.76335101298624
2025-01-01 10:15:00,10,2,0,Manhã,44,0.66,2.166666666666667,1.6,4.409994263357984
2025-01-01 10:30:00,10,2,0,Manhã,46,0.6900000000000001,2.208333333333333,1.65,4.6292262533804625
2025-01-01 10:45:00,10,2,0,Manhã,46,0.6900000000000001,2.208333333333333,1.65,4.477288078349837
2025-01-01 11:00:00,11,2,0,Manhã,49,0.735,2.2708333333333335,1.725,4.728998431242922
2025-01-01 11:15:00,11,2,0,Manhã,48,0.72,2.25,1.7,4.801178390020757
2025-01-01 11:30:00,11,2,0,Manhã,48,0.72,2.25,1.7,4.575127817707887
2025-01-01 11:45:00,11,2,0,Manhã,49,0.735,2.2708333333333335,1.725,4.51464878715807
2025-01-01 12:00:00,12,2,0,Manhã,48,0.72,2.25,1.7,4.706645716629797
2025-01-01 12:15:00,12,2,0,Manhã,37,0.5549999999999999,2.0208333333333335,1.425,3.9751378842979834
2025-01-01 12:30:00,12,2,0,Manhã,46,0.6900000000000001,2.208333333333333,1.65,4.649419557370517
2025-01-01 12:45:00,12,2,0,Manhã,41,0.615,2.1041666666666665,1.525,4.2311151586769675
2025-01-01 13:00:00,13,2,0,Tarde,23,0.34500000000000003,1.7291666666666665,1.075,3.0887327595103358
2025-01-01 13:15:00,13,2,0,Tarde,28,0.42000000000000004,1.8333333333333335,1.2,3.445751593751512
2025-01-01 13:30:00,13,2,0,Tarde,22,0.33,1.7083333333333335,1.05,3.197640191994655
2025-01-01 13:45:00,13,2,0,Tarde,24,0.36,1.75,1.1,3.2675369627192374
2025-01-01 14:00:00,14,2,0,Tarde,37,0.5549999999999999,2.0208333333333335,1.425,3.75744310767853
2025-01-01 14:15:00,14,2,0,Tarde,41,0.615,2.1041666666666665,1.525,4.2627434158753434
2025-01-01 14:30:00,14,2,0,Tarde,39,0.585,2.0625,1.475,4.146076213240141
2025-01-01 14:45:00,14,2,0,Tarde,43,0.645,2.1458333333333335,1.575,4.364008336813281
2025-01-01 15:00:00,15,2,0,Tarde,41,0.615,2.1041666666666665,1.525,4.183077677509807
2025-01-01 15:15:00,15,2,0,Tarde,36,0.54,2.0,1.4,4.059453187450645
2025-01-01 15:30:00,15,2,0,Tarde,38,0.5700000000000001,2.0416666666666665,1.45,4.1860700614801525
2025-01-01 15:45:00,15,2,0,Tarde,43,0.645,2.1458333333333335,1.575,4.1455172872507475
2025-01-01 16:00:00,16,2,0,Tarde,46,0.6900000000000001,2.208333333333333,1.65,4.468537385559189
2025-01-01 16:15:00,16,2,0,Tarde,48,0.72,2.25,1.7,4.655526934871428
2025-01-01 16:30:00,16,2,0,Tarde,36,0.54,2.0,1.4,4.034850820371667
2025-01-01 16:45:00,16,2,0,Tarde,44,0.66,2.166666666666667,1.6,4.4301519543058445
2025-01-01 17:00:00,17,2,0,Tarde,28,0.42000000000000004,1.8333333333333335,1.2,3.384973953316841
2025-01-01 17:15:00,17,2,0,Tarde,29,0.43499999999999994,1.8541666666666667,1.225,3.585120024397404
2025-01-01 17:30:00,17,2,0,Tarde,24,0.36,1.75,1.1,3.188866391444901
2025-01-01 17:45:00,17,2,0,Tarde,21,0.315,1.6875,1.025,3.0157599140845037
2025-01-01 18:00:00,18,2,0,Tarde,23,0.34500000000000003,1.7291666666666665,1.075,3.1464508233262594
2025-01-01 18:15:00,18,2,0,Tarde,31,0.46499999999999997,1.8958333333333333,1.275,3.6932641774171815
2025-01-01 18:30:00,18,2,0,Tarde,34,0.51,1.9583333333333333,1.35,3.7874783731659547
2025-01-01 18:45:00,18,2,0,Tarde,31,0.46499999999999997,1.8958333333333333,1.275,3.7045279825980555
2025-01-01 19:00:00,19,2,0,Noite,6,0.09,1.375,0.65,2.107693103159293
2025-01-01 19:15:00,19,2,0,Noite,11,0.165,1.4791666666666667,0.775,2.3124650080248794
2025-01-01 19:30:00,19,2,0,Noite,12,0.18,1.5,0.8,2.4763223694304553
2025-01-01 19:45:00,19,2,0,Noite,7,0.10500000000000001,1.3958333333333335,0.675,2.074311993018812
2025-01-01 20:00:00,20,2,0,Noite,14,0.21000000000000002,0.25,0.85,1.3140986789775941
2025-01-01 20:15:00,20,2,0,Noite,2,0.03,0.25,0.55,0.9129473929231467
2025-01-01 20:30:00,20,2,0,Noite,13,0.195,0.25,0.825,1.1626370993997885
2025-01-01 20:45:00,20,2,0,Noite,0,0.0,0.25,0.5,0.7864273405804438
2025-01-01 21:00:00,21,2,0,Noite,3,0.25,0.25,0.575,0.9920962541646792
2025-01-01 21:15:00,21,2,0,Noite,1,0.25,0.25,0.525,1.0451700559916546
2025-01-01 21:30:00,21,2,0,Noite,7,0.25,0.25,0.675,1.2610204242020484
2025-01-01 21:45:00,21,2,0,Noite,3,0.25,0.25,0.575,0.8620486925889959
2025-01-01 22:00:00,22,2,0,Noite,1,0.25,0.25,0.525,0.9135524173128653
2025-01-01 22:15:00,22,2,0,Noite,13,0.25,0.25,0.825,1.2881020554890077
2025-01-01 22:30:00,22,2,0,Noite,5,0.25,0.25,0.625,1.1565040489181615
2025-01-01 22:45:00,22,2,0,Noite,5,0.25,0.25,0.625,1.1083616670641676
2025-01-01 23:00:00,23,2,0,Noite,9,0.25,0.25,0.725,1.2204119218019083
2025-01-01 23:15:00,23,2,0,Noite,3,0.25,0.25,0.575,1.2792984525351256
2025-01-01 23:30:00,23,2,0,Noite,5,0.25,0.25,0.625,1.0037542721150772
2025-01-01 23:45:00,23,2,0,Noite,12,0.25,0.25,0.8,1.413548501636277
2025-01-02 00:00:00,0,3,0,Madrugada,14,0.25,0.25,0.85,1.3150021872845583
2025-01-02 00:15:00,0,3,0,Madrugada,1,0.25,0.25,0.525,1.943905462649772
2025-01-02 00:30:00,0,3,0,Madrugada,9,0.25,0.25,0.725,1.43789465557456
2025-01-02 00:45:00,0,3,0,Madrugada,11,0.25,0.25,0.775,1.3438678023685424
2025-01-02 01:00:00,1,3,0,Madrugada,1,0.25,0.25,0.525,1.0622495709789999
2025-01-02 01:15:00,1,3,0,Madrugada,9,0.25,0.25,0.725,1.3849122335149375
2025-01-02 01:30:00,1,3,0,Madrugada,13,0.25,0.25,0.825,1.4374798644593192
2025-01-02 01:45:00,1,3,0,Madrugada,3,0.25,0.25,0.575,0.9950605923838564
2025-01-02 02:00:00,2,3,0,Madrugada,13,0.25,0.25,0.825,1.3544524742453856
2025-01-02 02:15:00,2,3,0,Madrugada,14,0.25,0.25,0.85,1.1782504265859242
2025-01-02 02:30:00,2,3,0,Madrugada,14,0.25,0.25,0.85,1.295984661162575
2025-01-02 02:45:00,2,3,0,Madrugada,7,0.25,0.25,0.675,1.206405296759986
2025-01-02 03:00:00,3,3,0,Madrugada,13,0.25,0.25,0.825,1.264789464721874
2025-01-02 03:15:00,3,3,0,Madrugada,6,0.25,0.25,0.65,1.1773366745971923
2025-01-02 03:30:00,3,3,0,Madrugada,11,0.25,0.25,0.775,1.273661538434696
2025-01-02 03:45:00,3,3,0,Madrugada,8,0.25,0.25,0.7,1.2536416732395042
2025-01-02 04:00:00,4,3,0,Madrugada,13,0.25,0.25,0.825,1.2825800977971888
2025-01-02 04:15:00,4,3,0,Madrugada,7,0.25,0.25,0.675,1.0809851085563287
2025-01-02 04:30:00,4,3,0,Madrugada,4,0.25,0.25,0.6,1.2478126826173261
2025-01-02 04:45:00,4,3,0,Madrugada,12,0.25,0.25,0.8,1.2504303257310057
2025-01-02 05:00:00,5,3,0,Madrugada,1,0.25,0.25,0.525,1.0910010593117117
2025-01-02 05:15:00,5,3,0,Madrugada,14,0.25,0.25,0.85,1.4935247026472538
2025-01-02 05:30:00,5,3,0,Madrugada,4,0.25,0.25,0.6,1.1162669998997532
2025-01-02 05:45:00,5,3,0,Madrugada,7,0.25,0.25,0.675,1.089369343055685
2025-01-02 06:00:00,6,3,0,Madrugada,9,0.135,0.25,0.725,1.0921390025452655
2025-01-02 06:15:00,6,3,0,Madrugada,8,0.12,0.25,0.7,1.1717540916606752
2025-01-02 06:30:00,6,3,0,Madrugada,11,0.165,0.25,0.775,1.2106247545737863
2025-01-02 06:45:00,6,3,0,Madrugada,11,0.165,0.25,0.775,1.0694858207795723
2025-01-02 07:00:00,7,3,0,Manhã,11,0.165,0.25,0.775,1.2496643833533712
2025-01-02 07:15:00,7,3,0,Manhã,12,0.18,0.25,0.8,1.3069531469051
2025-01-02 07:30:00,7,3,0,Manhã,8,0.12,0.25,0.7,1.0344688113882066
2025-01-02 07:45:00,7,3,0,Manhã,12,0.18,0.25,0.8,1.2910244375604745
2025-01-02 08:00:00,8,3,0,Manhã,34,0.51,1.9583333333333333,1.35,3.84283519287938
2025-01-02 08:15:00,8,3,0,Manhã,32,0.48,1.9166666666666665,1.3,3.6769237128024623
2025-01-02 08:30:00,8,3,0,Manhã,20,0.30000000000000004,1.6666666666666665,1.0,2.8373130923073004
2025-01-02 08:45:00,8,3,0,Manhã,28,0.42000000000000004,1.8333333333333335,1.2,3.561128722843909
2025-01-02 09:00:00,9,3,0,Manhã,26,0.39,1.7916666666666667,1.15,3.40758776665865
2025-01-02 09:15:00,9,3,0,Manhã,28,0.42000000000000004,1.8333333333333335,1.2,3.5117219627708645
2025-01-02 09:30:00,9,3,0,Manhã,27,0.405,1.8125,1.175,3.5469526003678093
2025-01-02 09:45:00,9,3,0,Manhã,20,0.30000000000000004,1.6666666666666665,1.0,3.0611860393680264
2025-01-02 10:00:00,10,3,0,Manhã,46,0.6900000000000001,2.208333333333333,1.65,4.616989933948489
2025-01-02 10:15:00,10,3,0,Manhã,42,0.63,2.125,1.55,4.083677265197316
2025-01-02 10:30:00,10,3,0,Manhã,42,0.63,2.125,1.55,4.424689495180242
2025-01-02 10:45:00,10,3,0,Manhã,49,0.735,2.2708333333333335,1.725,4.739141384761538
2025-01-02 11:00:00,11,3,0,Manhã,45,0.675,2.1875,1.625,4.518749168025714
2025-01-02 11:15:00,11,3,0,Manhã,37,0.5549999999999999,2.0208333333333335,1.425,4.032766652302672
2025-01-02 11:30:00,11,3,0,Manhã,35,0.5249999999999999,1.979166666666667,1.375,3.956549941030895
2025-01-02 11:45:00,11,3,0,Manhã,42,0.63,2.125,1.55,4.417217502880169
2025-01-02 12:00:00,12,3,0,Manhã,37,0.5549999999999999,2.0208333333333335,1.425,4.064257447639256
2025-01-02 12:15:00,12,3,0,Manhã,37,0.5549999999999999,2.0208333333333335,1.425,4.048361892265323
2025-01-02 12:30:00,12,3,0,Manhã,35,0.5249999999999999,1.979166666666667,1.375,3.902317940596224
2025-01-02 12:45:00,12,3,0,Manhã,45,0.675,2.1875,1.625,4.152338948309532
2025-01-02 13:00:00,13,3,0,Tarde,24,0.36,1.75,1.1,3.1812408980549813
2025-01-02 13:15:00,13,3,0,Tarde,29,0.43499999999999994,1.8541666666666667,1.225,3.420007714931602
2025-01-02 13:30:00,13,3,0,Tarde,26,0.39,1.7916666666666667,1.15,6.214933117009035
2025-01-02 13:45:00,13,3,0,Tarde,29,0.43499999999999994,1.8541666666666667,1.225,3.576070386495296
2025-01-02 14:00:00,14,3,0,Tarde,43,0.645,2.1458333333333335,1.575,4.320019634611961
2025-01-02 14:15:00,14,3,0,Tarde,46,0.6900000000000001,2.208333333333333,1.65,4.512561615106408
2025-01-02 14:30:00,14,3,0,Tarde,41,0.615,2.1041666666666665,1.525,4.204768530336424
2025-01-02 14:45:00,14,3,0,Tarde,43,0.645,2.1458333333333335,1.575,4.3246507179014415
2025-01-02 15:00:00,15,3,0,Tarde,42,0.63,2.125,1.55,4.16054425564752
2025-01-02 15:15:00,15,3,0,Tarde,46,0.6900000000000001,2.208333333333333,1.65,4.382205384005556
2025-01-02 15:30:00,15,3,0,Tarde,36,0.54,2.0,1.4,3.9429046772381744
2025-01-02 15:45:00,15,3,0,Tarde,35,0.5249999999999999,1.979166666666667,1.375,3.9866980806026024
2025-01-02 16:00:00,16,3,0,Tarde,41,0.615,2.1041666666666665,1.525,4.19039769692388
2025-01-02 16:15:00,16,3,0,Tarde,41,0.615,2.1041666666666665,1.525,4.2745111417590715
2025-01-02 16:30:00,16,3,0,Tarde,48,0.72,2.25,1.7,4.743426091717672
2025-01-02 16:45:00,16,3,0,Tarde,42,0.63,2.125,1.55,4.205662179441614
2025-01-02 17:00:00,17,3,0,Tarde,24,0.36,1.75,1.1,3.2080024571280097
2025-01-02 17:15:00,17,3,0,Tarde,22,0.33,1.7083333333333335,1.05,3.0216812852059824
2025-01-02 17:30:00,17,3,0,Tarde,31,0.46499999999999997,1.8958333333333333,1.275,3.7964452825164625
2025-01-02 17:45:00,17,3,0,Tarde,27,0.405,1.8125,1.175,3.5487459506862113
2025-01-02 18:00:00,18,3,0,Tarde,25,0.375,1.7708333333333335,1.125,3.1715990493458484
2025-01-02 18:15:00,18,3,0,Tarde,30,0.44999999999999996,1.875,1.25,3.6135884383084327
2025-01-02 18:30:00,18,3,0,Tarde,22,0.33,1.7083333333333335,1.05,3.195093263414583
2025-01-02 18:45:00,18,3,0,Tarde,20,0.30000000000000004,1.6666666666666665,1.0,3.0514996167043
2025-01-02 19:00:00,19,3,0,Noite,2,0.03,1.2916666666666667,0.55,1.8798229701651035
2025-01-02 19:15:00,19,3,0,Noite,4,0.06,1.3333333333333333,0.6,2.123989079509768
2025-01-02 19:30:00,19,3,0,Noite,14,0.21000000000000002,1.5416666666666667,0.85,2.511215197767723
2025-01-02 19:45:00,19,3,0,Noite,13,0.195,1.5208333333333335,0.825,2.5105240388938643
2025-01-02 20:00:00,20,3,0,Noite,2,0.03,0.25,0.55,0.7422357580240426
2025-01-02 20:15:00,20,3,0,Noite,0,0.0,0.25,0.5,0.8282493494700622
2025-01-02 20:30:00,20,3,0,Noite,4,0.06,0.25,0.6,0.8517363125700548
2025-01-02 20:45:00,20,3,0,Noite,9,0.135,0.25,0.725,1.0928750824562914
2025-01-02 21:00:00,21,3,0,Noite,6,0.25,0.25,0.65,1.2117670368265747
2025-01-02 21:15:00,21,3,0,Noite,14,0.25,0.25,0.85,1.4198249913777816
2025-01-02 21:30:00,21,3,0,Noite,13,0.25,0.25,0.825,1.2342873653744748
2025-01-02 21:45:00,21,3,0,Noite,6,0.25,0.25,0.65,1.255665528377279
2025-01-02 22:00:00,22,3,0,Noite,10,0.25,0.25,0.75,1.2955689668667252
2025-01-02 22:15:00,22,3,0,Noite,8,0.25,0.25,0.7,1.0918297160419599
2025-01-02 22:30:00,22,3,0,Noite,14,0.25,0.25,0.85,1.2172284104243387
2025-01-02 22:45:00,22,3,0,Noite,14,0.25,0.25,0.85,1.3484180289737933
2025-01-02 23:00:00,23,3,0,Noite,9,0.25,0.25,0.725,1.310009398931681
2025-01-02 23:15:00,23,3,0,Noite,9,0.25,0.25,0.725,1.3125715862400982
2025-01-02 23:30:00,23,3,0,Noite,11,0.25,0.25,0.775,1.310616687722484
2025-01-02 23:45:00,23,3,0,Noite,12,0.25,0.25,0.8,1.3048674838326826
2025-01-03 00:00:00,0,4,0,Madrugada,2,0.25,0.25,0.55,1.1011737669079005
2025-01-03 00:15:00,0,4,0,Madrugada,14,0.25,0.25,0.85,1.2644669485610742
2025-01-03 00:30:00,0,4,0,Madrugada,6,0.25,0.25,0.65,1.318698786302539
2025-01-03 00:45:00,0,4,0,Madrugada,0,0.25,0.25,0.5,1.167393841812252
2025-01-03 01:00:00,1,4,0,Madrugada,3,0.25,0.25,0.575,1.1178812314620696
2025-01-03 01:15:00,1,4,0,Madrugada,12,0.25,0.25,0.8,1.3197300419992852
2025-01-03 01:30:00,1,4,0,Madrugada,3,0.25,0.25,0.575,1.0338579027340629
2025-01-03 01:45:00,1,4,0,Madrugada,13,0.25,0.25,0.825,1.377874884579966
2025-01-03 02:00:00,2,4,0,Madrugada,4,0.25,0.25,0.6,1.0308682628983223
2025-01-03 02:15:00,2,4,0,Madrugada,6,0.25,0.25,0.65,0.9276387969004468
2025-01-03 02:30:00,2,4,0,Madrugada,6,0.25,0.25,0.65,0.8785892699508913
2025-01-03 02:45:00,2,4,0,Madrugada,12,0.25,0.25,0.8,1.2200501666836514
2025-01-03 03:00:00,3,4,0,Madrugada,14,0.25,0.25,0.85,1.3656378122918278
2025-01-03 03:15:00,3,4,0,Madrugada,10,0.25,0.25,0.75,1.2831971733953482
2025-01-03 03:30:00,3,4,0,Madrugada,12,0.25,0.25,0.8,1.2513242991490716
2025-01-03 03:45:00,3,4,0,Madrugada,3,0.25,0.25,0.575,1.0891835167142903
2025-01-03 04:00:00,4,4,0,Madrugada,12,0.25,0.25,0.8,1.272577164294547
2025-01-03 04:15:00,4,4,0,Madrugada,6,0.25,0.25,0.65,1.0500687242349862
2025-01-03 04:30:00,4,4,0,Madrugada,10,0.25,0.25,0.75,1.2446255491030875
2025-01-03 04:45:00,4,4,0,Madrugada,2,0.25,0.25,0.55,1.131295711236565
2025-01-03 05:00:00,5,4,0,Madrugada,5,0.25,0.25,0.625,1.0295938252253678
2025-01-03 05:15:00,5,4,0,Madrugada,11,0.25,0.25,0.775,1.17963953869803
2025-01-03 05:30:00,5,4,0,Madrugada,1,0.25,0.25,0.525,0.9180749406047841
2025-01-03 05:45:00,5,4,0,Madrugada,9,0.25,0.25,0.725,1.0313481265491884
2025-01-03 06:00:00,6,4,0,Madrugada,12,0.18,0.25,0.8,1.1819797625852981
2025-01-03 06:15:00,6,4,0,Madrugada,13,0.195,0.25,0.825,1.341408611295253
2025-01-03 06:30:00,6,4,0,Madrugada,8,0.12,0.25,0.7,1.0873916083833761
2025-01-03 06:45:00,6,4,0,Madrugada,4,0.06,0.25,0.6,0.8930749115943692
2025-01-03 07:00:00,7,4,0,Manhã,5,0.07500000000000001,0.25,0.625,0.9629064798240169
2025-01-03 07:15:00,7,4,0,Manhã,11,0.165,0.25,0.775,1.141101851257084
2025-01-03 07:30:00,7,4,0,Manhã,11,0.165,0.25,0.775,0.9952113362736528
2025-01-03 07:45:00,7,4,0,Manhã,11,0.165,0.25,0.775,1.2683718781814566
2025-01-03 08:00:00,8,4,0,Manhã,31,0.46499999999999997,1.8958333333333333,1.275,3.7429457907117984
2025-01-03 08:15:00,8,4,0,Manhã,23,0.34500000000000003,1.7291666666666665,1.075,3.0763509890598884
2025-01-03 08:30:00,8,4,0,Manhã,33,0.495,1.9375,1.325,3.7424164379393448
2025-01-03 08:45:00,8,4,0,Manhã,33,0.495,1.9375,1.325,3.733800082893984
2025-01-03 09:00:00,9,4,0,Manhã,30,0.44999999999999996,1.875,1.25,3.6101288809424545
2025-01-03 09:15:00,9,4,0,Manhã,29,0.43499999999999994,1.8541666666666667,1.225,3.6831560123292957
2025-01-03 09:30:00,9,4,0,Manhã,26,0.39,1.7916666666666667,1.15,3.447645791195597
2025-01-03 09:45:00,9,4,0,Manhã,31,0.46499999999999997,1.8958333333333333,1.275,3.5981419107919437
2025-01-03 10:00:00,10,4,0,Manhã,43,0.645,2.1458333333333335,1.575,4.420079719483358
2025-01-03 10:15:00,10,4,0,Manhã,41,0.615,2.1041666666666665,1.525,4.369602353523938
2025-01-03 10:30:00,10,4,0,Manhã,48,0.72,2.25,1.7,4.710834516439478
2025-01-03 10:45:00,10,4,0,Manhã,35,0.5249999999999999,1.979166666666667,1.375,3.8786967262226497
2025-01-03 11:00:00,11,4,0,Manhã,35,0.5249999999999999,1.979166666666667,1.375,3.9237666761333854
2025-01-03 11:15:00,11,4,0,Manhã,43,0.645,2.1458333333333335,1.575,4.295506181076987
2025-01-03 11:30:00,11,4,0,Manhã,45,0.675,2.1875,1.625,4.4317718875895915
2025-01-03 11:45:00,11,4,0,Manhã,48,0.72,2.25,1.7,4.56359657647989
2025-01-03 12:00:00,12,4,0,Manhã,43,0.645,2.1458333333333335,1.575,4.396539784990358
2025-01-03 12:15:00,12,4,0,Manhã,38,0.5700000000000001,2.0416666666666665,1.45,4.0485263760644425
2025-01-03 12:30:00,12,4,0,Manhã,47,0.705,2.2291666666666665,1.675,4.526854860531859
2025-01-03 12:45:00,12,4,0,Manhã,43,0.645,2.1458333333333335,1.575,4.3494153921712835
2025-01-03 13:00:00,13,4,0,Tarde,22,0.33,1.7083333333333335,1.05,3.135333159409651
2025-01-03 13:15:00,13,4,0,Tarde,26,0.39,1.7916666666666667,1.15,3.5231378972664658
2025-01-03 13:30:00,13,4,0,Tarde,25,0.375,1.7708333333333335,1.125,3.372040119803719
2025-01-03 13:45:00,13,4,0,Tarde,27,0.405,1.8125,1.175,3.164085214251766
2025-01-03 14:00:00,14,4,0,Tarde,45,0.675,2.1875,1.625,4.5114308466820345
2025-01-03 14:15:00,14,4,0,Tarde,43,0.645,2.1458333333333335,1.575,4.50876575960462
2025-01-03 14:30:00,14,4,0,Tarde,48,0.72,2.25,1.7,4.536212650878976
2025-01-03 14:45:00,14,4,0,Tarde,39,0.585,2.0625,1.475,4.1776559270212426
2025-01-03 15:00:00,15,4,0,Tarde,35,0.5249999999999999,1.979166666666667,1.375,3.8555024481135622
2025-01-03 15:15:00,15,4,0,Tarde,37,0.5549999999999999,2.0208333333333335,1.425,4.11586238642495
2025-01-03 15:30:00,15,4,0,Tarde,44,0.66,2.166666666666667,1.6,4.467092386168013
2025-01-03 15:45:00,15,4,0,Tarde,46,0.6900000000000001,2.208333333333333,1.65,4.459931787877412
2025-01-03 16:00:00,16,4,0,Tarde,42,0.63,2.125,1.55,4.284914852170938
2025-01-03 16:15:00,16,4,0,Tarde,49,0.735,2.2708333333333335,1.725,4.716663765728571
2025-01-03 16:30:00,16,4,0,Tarde,45,0.675,2.1875,1.625,4.4751821785189945
2025-01-03 16:45:00,16,4,0,Tarde,40,0.6000000000000001,2.083333333333333,1.5,4.29525962781086
2025-01-03 17:00:00,17,4,0,Tarde,27,0.405,1.8125,1.175,3.308238007860977
2025-01-03 17:15:00,17,4,0,Tarde,28,0.42000000000000004,1.8333333333333335,1.2,3.5536384642994516
2025-01-03 17:30:00,17,4,0,Tarde,23,0.34500000000000003,1.7291666666666665,1.075,3.1189416990745147
2025-01-03 17:45:00,17,4,0,Tarde,20,0.30000000000000004,1.6666666666666665,1.0,2.9890177772995834
2025-01-03 18:00:00,18,4,0,Tarde,33,0.495,1.9375,1.325,3.7647377586281037
2025-01-03 18:15:00,18,4,0,Tarde,20,0.30000000000000004,1.6666666666666665,1.0,2.9644861328584833
2025-01-03 18:30:00,18,4,0,Tarde,29,0.43499999999999994,1.8541666666666667,1.225,3.5128063832221343
2025-01-03 18:45:00,18,4,0,Tarde,23,0.34500000000000003,1.7291666666666665,1.075,3.294902522493769
2025-01-03 19:00:00,19,4,0,Noite,11,0.165,1.4791666666666667,0.775,2.5034116591572815
2025-01-03 19:15:00,19,4,0,Noite,13,0.195,1.5208333333333335,0.825,2.5045617643753406
2025-01-03 19:30:00,19,4,0,Noite,6,0.09,1.375,0.65,2.2732787254122093
2025-01-03 19:45:00,19,4,0,Noite,1,0.015,1.2708333333333333,0.525,1.8383014407326184
2025-01-03 20:00:00,20,4,0,Noite,2,0.03,0.25,0.55,0.8657624259323895
2025-01-03 20:15:00,20,4,0,Noite,0,0.0,0.25,0.5,0.6662680920668609
2025-01-03 20:30:00,20,4,0,Noite,4,0.06,0.25,0.6,0.8602501341594859
2025-01-03 20:45:00,20,4,0,Noite,0,0.0,0.25,0.5,0.6811496492072824
2025-01-03 21:00:00,21,4,0,Noite,7,0.25,0.25,0.675,1.1836072864993676
2025-01-03 21:15:00,21,4,0,Noite,0,0.25,0.25,0.5,1.0638783079448209
2025-01-03 21:30:00,21,4,0,Noite,10,0.25,0.25,0.75,1.2867232299422213
